	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.902 ± 0.064917	0.835 ± 0.040422	0.11695 ± 0.024459	0.814 ± 0.044170	0.670 ± 0.080845	0.3907 ± 0.075380	0.700 ± 0.098267	0.685 ± 0.089226	0.822 ± 0.023831	0.878 ± 0.077843	0.899 ± 0.069820	0.895 ± 0.035155	0.761 ± 0.026836	0.909 ± 0.064282
precision_recall_auc	0.915 ± 0.035555	0.852 ± 0.022183	0.11293 ± 0.015969	0.835 ± 0.024276	0.705 ± 0.044366	0.3761 ± 0.051854	0.723 ± 0.054218	0.714 ± 0.048872	0.847 ± 0.017538	0.876 ± 0.049955	0.913 ± 0.037342	0.903 ± 0.030704	0.800 ± 0.028689	0.905 ± 0.045201
roc_auc	0.913 ± 0.030648	0.836 ± 0.030777	0.11414 ± 0.017636	0.813 ± 0.038819	0.671 ± 0.061555	0.3782 ± 0.054363	0.700 ± 0.056436	0.685 ± 0.057523	0.828 ± 0.038385	0.872 ± 0.048441	0.911 ± 0.031801	0.902 ± 0.029547	0.767 ± 0.068293	0.905 ± 0.045201
