	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.889 ± 0.066343	0.836 ± 0.048566	0.12576 ± 0.022074	0.814 ± 0.059111	0.672 ± 0.097132	0.4217 ± 0.119134	0.702 ± 0.100319	0.687 ± 0.097166	0.832 ± 0.053563	0.870 ± 0.079299	0.883 ± 0.074038	0.911 ± 0.040285	0.772 ± 0.088618	0.900 ± 0.067079
precision_recall_auc	0.913 ± 0.061612	0.849 ± 0.059866	0.11608 ± 0.019091	0.828 ± 0.070527	0.698 ± 0.119731	0.4116 ± 0.104704	0.738 ± 0.126250	0.718 ± 0.121907	0.832 ± 0.055340	0.906 ± 0.087571	0.908 ± 0.070237	0.918 ± 0.033863	0.767 ± 0.081985	0.932 ± 0.065169
roc_auc	0.910 ± 0.065532	0.846 ± 0.051599	0.11973 ± 0.020852	0.824 ± 0.062516	0.693 ± 0.103197	0.4506 ± 0.273049	0.738 ± 0.104037	0.715 ± 0.101147	0.830 ± 0.055070	0.908 ± 0.080507	0.905 ± 0.073921	0.928 ± 0.036791	0.761 ± 0.090911	0.932 ± 0.061546
