	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.678 ± 0.065150	0.708 ± 0.050213	0.21961 ± 0.022866	0.687 ± 0.056508	0.417 ± 0.100426	0.8304 ± 0.222025	0.418 ± 0.095798	0.417 ± 0.098108	0.754 ± 0.052798	0.664 ± 0.052682	0.656 ± 0.070898	0.735 ± 0.043093	0.717 ± 0.084660	0.700 ± 0.077850
precision_recall_auc	0.696 ± 0.053171	0.672 ± 0.039411	0.22238 ± 0.017352	0.647 ± 0.048625	0.345 ± 0.078821	0.7546 ± 0.072474	0.350 ± 0.084160	0.347 ± 0.081385	0.720 ± 0.053316	0.630 ± 0.049700	0.678 ± 0.059842	0.731 ± 0.034789	0.672 ± 0.092407	0.673 ± 0.073606
roc_auc	0.687 ± 0.062370	0.673 ± 0.037532	0.23049 ± 0.023652	0.648 ± 0.056696	0.347 ± 0.075064	0.8159 ± 0.227145	0.357 ± 0.078713	0.352 ± 0.076527	0.729 ± 0.065216	0.628 ± 0.041753	0.669 ± 0.070993	0.725 ± 0.038750	0.683 ± 0.122977	0.664 ± 0.091413
