	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.694 ± 0.060878	0.687 ± 0.047554	0.22606 ± 0.029007	0.681 ± 0.049649	0.375 ± 0.095108	0.7502 ± 0.114064	0.384 ± 0.098320	0.379 ± 0.096197	0.764 ± 0.062933	0.620 ± 0.054246	0.678 ± 0.065889	0.717 ± 0.053799	0.761 ± 0.087057	0.614 ± 0.088995
precision_recall_auc	0.726 ± 0.084143	0.704 ± 0.047958	0.21514 ± 0.038265	0.696 ± 0.044593	0.408 ± 0.095917	0.7116 ± 0.155333	0.408 ± 0.093067	0.408 ± 0.094482	0.770 ± 0.048111	0.638 ± 0.048511	0.713 ± 0.091066	0.747 ± 0.063030	0.767 ± 0.051052	0.641 ± 0.069267
roc_auc	0.734 ± 0.081958	0.698 ± 0.045766	0.21673 ± 0.035965	0.687 ± 0.043627	0.395 ± 0.091532	0.7430 ± 0.143921	0.398 ± 0.092405	0.397 ± 0.091720	0.761 ± 0.053434	0.637 ± 0.051594	0.722 ± 0.089358	0.753 ± 0.055994	0.750 ± 0.065473	0.645 ± 0.079600
