	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.812 ± 0.026189	0.716 ± 0.029067	0.18062 ± 0.014552	0.655 ± 0.036412	0.431 ± 0.058133	0.5501 ± 0.049036	0.488 ± 0.072123	0.459 ± 0.063315	0.711 ± 0.022918	0.777 ± 0.064237	0.807 ± 0.027054	0.791 ± 0.030961	0.572 ± 0.058853	0.859 ± 0.069267
precision_recall_auc	0.829 ± 0.024362	0.695 ± 0.031952	0.17616 ± 0.013828	0.617 ± 0.044668	0.389 ± 0.063904	0.5847 ± 0.099671	0.462 ± 0.083142	0.424 ± 0.071069	0.689 ± 0.024430	0.773 ± 0.067721	0.824 ± 0.024717	0.810 ± 0.039822	0.517 ± 0.052705	0.873 ± 0.046945
roc_auc	0.821 ± 0.027340	0.714 ± 0.033315	0.18091 ± 0.016178	0.646 ± 0.047321	0.427 ± 0.066629	0.5983 ± 0.143182	0.497 ± 0.085720	0.461 ± 0.072613	0.705 ± 0.026919	0.792 ± 0.073012	0.816 ± 0.027832	0.805 ± 0.040702	0.550 ± 0.061139	0.877 ± 0.052705
