	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.880, 0.943]	[0.816, 0.848]	[0.09693, 0.14172]	[0.788, 0.833]	[0.631, 0.697]	[0.3116, 0.4791]	[0.647, 0.708]	[0.646, 0.698]	[0.800, 0.864]	[0.789, 0.875]	[0.877, 0.942]	[0.866, 0.937]	[0.722, 0.833]	[0.818, 0.909]
precision_recall_auc	[0.899, 0.946]	[0.611, 0.917]	[0.09828, 0.13083]	[0.364, 0.909]	[0.222, 0.833]	[0.3136, 0.4116]	[0.494, 0.880]	[0.369, 0.856]	[0.611, 0.880]	[0.846, 1.000]	[0.896, 0.944]	[0.894, 0.934]	[0.222, 0.833]	[0.909, 1.000]
roc_auc	[0.896, 0.945]	[0.667, 0.917]	[0.10269, 0.13043]	[0.500, 0.909]	[0.333, 0.833]	[0.3189, 0.4168]	[0.548, 0.880]	[0.464, 0.856]	[0.647, 0.880]	[0.833, 1.000]	[0.893, 0.944]	[0.884, 0.939]	[0.333, 0.833]	[0.909, 1.000]
