	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.798 ± 0.049622	0.699 ± 0.053767	0.18840 ± 0.028035	0.637 ± 0.064604	0.397 ± 0.107535	0.5765 ± 0.089431	0.441 ± 0.123743	0.419 ± 0.115027	0.700 ± 0.039469	0.742 ± 0.087928	0.793 ± 0.050780	0.768 ± 0.072381	0.561 ± 0.061139	0.836 ± 0.068434
precision_recall_auc	0.793 ± 0.032131	0.715 ± 0.048356	0.18320 ± 0.014584	0.662 ± 0.060754	0.431 ± 0.096711	0.5704 ± 0.047765	0.467 ± 0.106948	0.448 ± 0.101155	0.716 ± 0.038789	0.750 ± 0.073728	0.787 ± 0.034950	0.790 ± 0.026673	0.594 ± 0.064417	0.836 ± 0.053354
roc_auc	0.788 ± 0.032790	0.723 ± 0.033327	0.18655 ± 0.015342	0.671 ± 0.039672	0.445 ± 0.066655	0.5933 ± 0.059743	0.486 ± 0.080488	0.465 ± 0.072251	0.721 ± 0.028147	0.765 ± 0.063275	0.781 ± 0.035078	0.784 ± 0.031361	0.600 ± 0.051052	0.845 ± 0.053354
