	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.841 ± 0.047090	0.822 ± 0.044081	0.17922 ± 0.025563	0.804 ± 0.044255	0.643 ± 0.088161	0.7439 ± 0.238223	0.653 ± 0.097231	0.648 ± 0.092598	0.831 ± 0.024173	0.822 ± 0.075934	0.833 ± 0.055166	0.812 ± 0.035595	0.789 ± 0.023424	0.855 ± 0.076661
precision_recall_auc	0.866 ± 0.055351	0.800 ± 0.045669	0.15572 ± 0.018669	0.784 ± 0.043957	0.600 ± 0.091338	0.5464 ± 0.116208	0.600 ± 0.094154	0.600 ± 0.092701	0.829 ± 0.029152	0.771 ± 0.069460	0.861 ± 0.059728	0.840 ± 0.039014	0.800 ± 0.028689	0.800 ± 0.077850
roc_auc	0.846 ± 0.048542	0.799 ± 0.041326	0.16367 ± 0.018946	0.782 ± 0.043059	0.599 ± 0.082653	0.5533 ± 0.122002	0.598 ± 0.085916	0.598 ± 0.084250	0.827 ± 0.032635	0.771 ± 0.057845	0.840 ± 0.052068	0.826 ± 0.039618	0.794 ± 0.037497	0.805 ± 0.056894
