	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.895 ± 0.028134	0.826 ± 0.019444	0.13102 ± 0.012508	0.807 ± 0.022994	0.653 ± 0.038889	0.4487 ± 0.074003	0.663 ± 0.044901	0.658 ± 0.041133	0.834 ± 0.025066	0.828 ± 0.043931	0.892 ± 0.029859	0.896 ± 0.026298	0.789 ± 0.043823	0.864 ± 0.042855
precision_recall_auc	0.894 ± 0.027373	0.827 ± 0.023665	0.12998 ± 0.009859	0.808 ± 0.027155	0.654 ± 0.047330	0.4272 ± 0.036534	0.659 ± 0.046346	0.656 ± 0.046661	0.837 ± 0.025501	0.822 ± 0.028534	0.891 ± 0.028494	0.885 ± 0.020943	0.794 ± 0.037497	0.859 ± 0.025802
roc_auc	0.888 ± 0.045072	0.823 ± 0.032026	0.13572 ± 0.015423	0.804 ± 0.036751	0.645 ± 0.064053	0.4548 ± 0.080115	0.648 ± 0.062780	0.647 ± 0.063325	0.839 ± 0.032827	0.809 ± 0.036273	0.884 ± 0.048003	0.884 ± 0.030183	0.800 ± 0.046849	0.845 ± 0.031782
