	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.908 ± 0.062471	0.846 ± 0.027751	0.11263 ± 0.027282	0.826 ± 0.033631	0.691 ± 0.055502	0.4029 ± 0.102620	0.718 ± 0.059329	0.704 ± 0.056696	0.835 ± 0.027083	0.883 ± 0.047617	0.905 ± 0.067150	0.890 ± 0.045208	0.778 ± 0.045361	0.914 ± 0.039800
precision_recall_auc	0.896 ± 0.046338	0.763 ± 0.059431	0.12898 ± 0.032984	0.710 ± 0.082472	0.526 ± 0.118862	0.4256 ± 0.108199	0.604 ± 0.119358	0.563 ± 0.115670	0.748 ± 0.061083	0.856 ± 0.090973	0.893 ± 0.048560	0.883 ± 0.038954	0.617 ± 0.118432	0.909 ± 0.067760
roc_auc	0.888 ± 0.046491	0.755 ± 0.046035	0.14038 ± 0.035026	0.707 ± 0.067173	0.511 ± 0.092069	0.4754 ± 0.141562	0.560 ± 0.086568	0.535 ± 0.088333	0.749 ± 0.049014	0.812 ± 0.060767	0.885 ± 0.048051	0.873 ± 0.048259	0.633 ± 0.098688	0.877 ± 0.052705
