	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.685 ± 0.073423	0.684 ± 0.053754	0.21931 ± 0.022080	0.693 ± 0.051863	0.369 ± 0.107507	0.7253 ± 0.098979	0.394 ± 0.111492	0.381 ± 0.108864	0.797 ± 0.071793	0.597 ± 0.048265	0.666 ± 0.081336	0.741 ± 0.046505	0.828 ± 0.076129	0.541 ± 0.072506
precision_recall_auc	0.742 ± 0.056029	0.715 ± 0.028341	0.20135 ± 0.014419	0.722 ± 0.025779	0.430 ± 0.056682	0.6610 ± 0.072688	0.459 ± 0.057390	0.444 ± 0.056607	0.839 ± 0.038260	0.620 ± 0.025608	0.729 ± 0.063760	0.782 ± 0.026292	0.867 ± 0.038845	0.564 ± 0.043913
roc_auc	0.719 ± 0.045273	0.729 ± 0.041617	0.20231 ± 0.017023	0.724 ± 0.040261	0.458 ± 0.083234	0.7007 ± 0.074506	0.463 ± 0.081136	0.460 ± 0.082098	0.811 ± 0.045875	0.652 ± 0.041446	0.703 ± 0.051655	0.782 ± 0.026941	0.817 ± 0.052705	0.641 ± 0.058486
