	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.792, 0.885]	[0.687, 0.821]	[0.13451, 0.19913]	[0.625, 0.800]	[0.374, 0.641]	[0.4031, 0.6372]	[0.407, 0.667]	[0.390, 0.649]	[0.692, 0.826]	[0.714, 0.867]	[0.786, 0.882]	[0.768, 0.894]	[0.556, 0.778]	[0.818, 0.909]
precision_recall_auc	[0.793, 0.873]	[0.687, 0.793]	[0.14437, 0.20545]	[0.625, 0.765]	[0.374, 0.586]	[0.4562, 0.7348]	[0.407, 0.604]	[0.390, 0.595]	[0.692, 0.792]	[0.714, 0.833]	[0.787, 0.869]	[0.745, 0.891]	[0.556, 0.722]	[0.818, 0.909]
roc_auc	[0.759, 0.859]	[0.682, 0.793]	[0.14283, 0.22877]	[0.600, 0.765]	[0.364, 0.586]	[0.4423, 0.8008]	[0.407, 0.604]	[0.390, 0.595]	[0.679, 0.792]	[0.714, 0.846]	[0.751, 0.854]	[0.722, 0.886]	[0.500, 0.722]	[0.818, 0.909]
