	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.929, 0.952]	[0.816, 0.889]	[0.08242, 0.12272]	[0.788, 0.875]	[0.631, 0.778]	[0.2872, 0.3780]	[0.667, 0.846]	[0.649, 0.811]	[0.800, 0.846]	[0.867, 1.000]	[0.928, 0.951]	[0.904, 0.939]	[0.722, 0.778]	[0.909, 1.000]
precision_recall_auc	[0.881, 0.945]	[0.705, 0.889]	[0.09042, 0.15713]	[0.615, 0.875]	[0.409, 0.778]	[0.2946, 0.6432]	[0.508, 0.846]	[0.456, 0.811]	[0.688, 0.864]	[0.818, 1.000]	[0.878, 0.944]	[0.854, 0.942]	[0.444, 0.833]	[0.864, 1.000]
roc_auc	[0.893, 0.945]	[0.694, 0.889]	[0.08882, 0.14626]	[0.560, 0.875]	[0.389, 0.778]	[0.2873, 0.6163]	[0.548, 0.846]	[0.504, 0.811]	[0.667, 0.864]	[0.833, 1.000]	[0.890, 0.944]	[0.876, 0.942]	[0.389, 0.833]	[0.864, 1.000]
