	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.913 ± 0.029471	0.816 ± 0.026831	0.12346 ± 0.010957	0.795 ± 0.029122	0.631 ± 0.053661	0.4134 ± 0.060415	0.643 ± 0.064730	0.637 ± 0.058852	0.822 ± 0.020549	0.821 ± 0.055177	0.911 ± 0.030728	0.909 ± 0.029980	0.772 ± 0.031536	0.859 ± 0.050023
precision_recall_auc	0.918 ± 0.022930	0.828 ± 0.039900	0.11892 ± 0.012043	0.808 ± 0.046162	0.656 ± 0.079800	0.3894 ± 0.040568	0.667 ± 0.080514	0.662 ± 0.079916	0.832 ± 0.038255	0.835 ± 0.050537	0.916 ± 0.023728	0.910 ± 0.019906	0.783 ± 0.055246	0.873 ± 0.041770
roc_auc	0.905 ± 0.042716	0.831 ± 0.031224	0.12439 ± 0.013069	0.812 ± 0.035411	0.662 ± 0.062449	0.4206 ± 0.082867	0.673 ± 0.067041	0.667 ± 0.064388	0.835 ± 0.028680	0.838 ± 0.051383	0.902 ± 0.045490	0.903 ± 0.029590	0.789 ± 0.043823	0.873 ± 0.046945
