	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.902 ± 0.013759	0.862 ± 0.020885	0.11002 ± 0.011084	0.844 ± 0.023614	0.723 ± 0.041770	0.3644 ± 0.028266	0.763 ± 0.063156	0.743 ± 0.052171	0.839 ± 0.005904	0.924 ± 0.057259	0.901 ± 0.013907	0.857 ± 0.026087	0.778 ± 0.000000	0.945 ± 0.041770
precision_recall_auc	0.929 ± 0.011759	0.733 ± 0.052705	0.11182 ± 0.010996	0.630 ± 0.096490	0.467 ± 0.105409	0.3513 ± 0.038734	0.699 ± 0.043239	0.569 ± 0.081990	0.699 ± 0.043239	1.000 ± 0.000000	0.927 ± 0.011975	0.917 ± 0.022143	0.467 ± 0.105409	1.000 ± 0.000000
roc_auc	0.922 ± 0.017394	0.724 ± 0.039045	0.11425 ± 0.012175	0.623 ± 0.074113	0.448 ± 0.078090	0.3579 ± 0.043762	0.655 ± 0.069086	0.541 ± 0.067717	0.694 ± 0.031475	0.962 ± 0.064145	0.920 ± 0.017917	0.914 ± 0.025140	0.467 ± 0.083641	0.982 ± 0.031782
