	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.916, 0.960]	[0.826, 0.949]	[0.07810, 0.10891]	[0.811, 0.944]	[0.652, 0.899]	[0.3351, 0.5684]	[0.647, 0.899]	[0.649, 0.899]	[0.833, 0.955]	[0.789, 1.000]	[0.914, 0.959]	[0.902, 0.944]	[0.778, 0.944]	[0.818, 1.000]
precision_recall_auc	[0.890, 0.954]	[0.798, 0.927]	[0.09221, 0.11930]	[0.778, 0.919]	[0.596, 0.854]	[0.3667, 0.4432]	[0.596, 0.847]	[0.596, 0.850]	[0.818, 0.952]	[0.778, 0.938]	[0.883, 0.954]	[0.894, 0.936]	[0.778, 0.944]	[0.818, 0.955]
roc_auc	[0.826, 0.950]	[0.770, 0.894]	[0.09914, 0.14871]	[0.743, 0.882]	[0.540, 0.788]	[0.3721, 0.7478]	[0.547, 0.812]	[0.544, 0.800]	[0.783, 0.905]	[0.765, 0.938]	[0.814, 0.949]	[0.846, 0.932]	[0.722, 0.889]	[0.818, 0.955]
