	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.737 ± 0.064462	0.751 ± 0.064755	0.19756 ± 0.031714	0.715 ± 0.080763	0.502 ± 0.129510	0.7375 ± 0.208092	0.524 ± 0.138188	0.512 ± 0.132824	0.763 ± 0.061345	0.761 ± 0.096601	0.722 ± 0.067730	0.749 ± 0.068777	0.683 ± 0.104920	0.818 ± 0.082988
precision_recall_auc	0.786 ± 0.061984	0.749 ± 0.067130	0.18941 ± 0.032268	0.709 ± 0.087398	0.498 ± 0.134260	0.6762 ± 0.148036	0.526 ± 0.134601	0.512 ± 0.133377	0.757 ± 0.065294	0.769 ± 0.088676	0.777 ± 0.067269	0.775 ± 0.066918	0.667 ± 0.117121	0.832 ± 0.077406
roc_auc	0.790 ± 0.058061	0.754 ± 0.058926	0.18294 ± 0.035667	0.713 ± 0.080835	0.508 ± 0.117851	0.7020 ± 0.186065	0.537 ± 0.117896	0.522 ± 0.116066	0.759 ± 0.058356	0.778 ± 0.080548	0.781 ± 0.062570	0.784 ± 0.064941	0.667 ± 0.111111	0.841 ± 0.061546
