	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.674 ± 0.065137	0.708 ± 0.051426	0.22299 ± 0.027642	0.659 ± 0.072156	0.417 ± 0.102852	0.8088 ± 0.162196	0.442 ± 0.103252	0.429 ± 0.101974	0.722 ± 0.052697	0.720 ± 0.069596	0.655 ± 0.072521	0.705 ± 0.049714	0.617 ± 0.106219	0.800 ± 0.068434
precision_recall_auc	0.675 ± 0.060283	0.708 ± 0.056394	0.21897 ± 0.025873	0.660 ± 0.075399	0.417 ± 0.112788	0.7950 ± 0.138356	0.442 ± 0.109262	0.429 ± 0.110352	0.722 ± 0.055696	0.720 ± 0.068354	0.653 ± 0.067007	0.723 ± 0.047471	0.617 ± 0.106219	0.800 ± 0.071710
roc_auc	0.685 ± 0.061324	0.669 ± 0.046120	0.21969 ± 0.027029	0.609 ± 0.069404	0.338 ± 0.092240	0.7952 ± 0.145851	0.359 ± 0.083642	0.348 ± 0.087814	0.687 ± 0.046494	0.672 ± 0.042487	0.667 ± 0.067199	0.724 ± 0.057447	0.561 ± 0.096047	0.777 ± 0.039800
