	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.828 ± 0.071412	0.795 ± 0.053463	0.16729 ± 0.029364	0.772 ± 0.061445	0.589 ± 0.106927	0.5989 ± 0.182380	0.592 ± 0.105112	0.591 ± 0.105974	0.813 ± 0.052902	0.779 ± 0.056409	0.821 ± 0.076577	0.827 ± 0.052232	0.767 ± 0.073142	0.823 ± 0.045201
precision_recall_auc	0.819 ± 0.038003	0.797 ± 0.048352	0.17290 ± 0.020232	0.776 ± 0.056512	0.595 ± 0.096704	0.6316 ± 0.127331	0.599 ± 0.096350	0.597 ± 0.096391	0.817 ± 0.048651	0.782 ± 0.057366	0.812 ± 0.039873	0.830 ± 0.035835	0.772 ± 0.071482	0.823 ± 0.050023
roc_auc	0.792 ± 0.096816	0.796 ± 0.074779	0.18686 ± 0.047163	0.777 ± 0.079611	0.592 ± 0.149558	0.7453 ± 0.341438	0.594 ± 0.151921	0.593 ± 0.150685	0.820 ± 0.068323	0.774 ± 0.089683	0.784 ± 0.103848	0.814 ± 0.076975	0.783 ± 0.080508	0.809 ± 0.082433
