	min_max_ncv_average_precision	min_max_ncv_balanced_accuracy	min_max_ncv_brier_loss	min_max_ncv_f1	min_max_ncv_informedness	min_max_ncv_log_loss	min_max_ncv_markedness	min_max_ncv_mcc	min_max_ncv_negative_predictive_value	min_max_ncv_precision	min_max_ncv_precision_recall_auc	min_max_ncv_roc_auc	min_max_ncv_sensitivity	min_max_ncv_specificity
mcc	[0.763, 0.937]	[0.715, 0.894]	[0.11290, 0.18356]	[0.667, 0.882]	[0.429, 0.788]	[0.3945, 0.9096]	[0.453, 0.812]	[0.441, 0.800]	[0.720, 0.875]	[0.733, 0.938]	[0.748, 0.936]	[0.788, 0.917]	[0.611, 0.833]	[0.818, 0.955]
precision_recall_auc	[0.658, 0.948]	[0.765, 0.894]	[0.11554, 0.19318]	[0.727, 0.882]	[0.530, 0.788]	[0.3951, 1.0458]	[0.560, 0.812]	[0.545, 0.800]	[0.760, 0.875]	[0.750, 0.938]	[0.631, 0.946]	[0.778, 0.937]	[0.667, 0.833]	[0.773, 0.955]
roc_auc	[0.655, 0.936]	[0.765, 0.871]	[0.12427, 0.19393]	[0.727, 0.857]	[0.530, 0.742]	[0.4185, 1.0667]	[0.546, 0.773]	[0.545, 0.753]	[0.760, 0.870]	[0.737, 0.933]	[0.628, 0.934]	[0.775, 0.927]	[0.667, 0.833]	[0.773, 0.955]
