	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.919 ± 0.017048	0.832 ± 0.034420	0.12152 ± 0.017969	0.811 ± 0.038276	0.663 ± 0.068841	0.4416 ± 0.138848	0.683 ± 0.079996	0.673 ± 0.074143	0.827 ± 0.023134	0.856 ± 0.062642	0.918 ± 0.017405	0.903 ± 0.020739	0.772 ± 0.031536	0.891 ± 0.053354
precision_recall_auc	0.912 ± 0.019252	0.818 ± 0.053197	0.12615 ± 0.018030	0.792 ± 0.069245	0.636 ± 0.106394	0.4018 ± 0.075520	0.660 ± 0.093819	0.648 ± 0.099806	0.816 ± 0.054868	0.844 ± 0.052749	0.909 ± 0.019649	0.905 ± 0.031452	0.750 ± 0.095330	0.886 ± 0.044174
roc_auc	0.904 ± 0.022909	0.829 ± 0.042067	0.12677 ± 0.016340	0.805 ± 0.056034	0.658 ± 0.084135	0.4068 ± 0.073493	0.680 ± 0.074040	0.669 ± 0.078358	0.826 ± 0.044991	0.854 ± 0.049848	0.901 ± 0.023458	0.898 ± 0.033695	0.767 ± 0.081985	0.891 ± 0.043913
