	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.777 ± 0.070301	0.718 ± 0.039179	0.19788 ± 0.029567	0.665 ± 0.053058	0.436 ± 0.078358	0.8554 ± 0.382399	0.479 ± 0.095544	0.457 ± 0.084479	0.721 ± 0.037529	0.759 ± 0.080144	0.769 ± 0.075345	0.761 ± 0.057471	0.600 ± 0.081985	0.836 ± 0.071710
precision_recall_auc	0.766 ± 0.088707	0.698 ± 0.036984	0.20282 ± 0.039881	0.633 ± 0.050752	0.396 ± 0.073969	0.9678 ± 0.415584	0.448 ± 0.089943	0.421 ± 0.078582	0.700 ± 0.036490	0.748 ± 0.074048	0.755 ± 0.098132	0.743 ± 0.071045	0.556 ± 0.078567	0.841 ± 0.061546
roc_auc	0.771 ± 0.070016	0.706 ± 0.051508	0.20109 ± 0.039858	0.640 ± 0.077592	0.411 ± 0.103016	0.8597 ± 0.280467	0.462 ± 0.097250	0.435 ± 0.098818	0.705 ± 0.046841	0.756 ± 0.063802	0.762 ± 0.076284	0.754 ± 0.069077	0.561 ± 0.099553	0.850 ± 0.052705
