	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.798 ± 0.027704	0.723 ± 0.049913	0.18868 ± 0.016802	0.663 ± 0.062460	0.446 ± 0.099826	0.6250 ± 0.125622	0.504 ± 0.112202	0.474 ± 0.104344	0.717 ± 0.045723	0.787 ± 0.081482	0.793 ± 0.028174	0.759 ± 0.040698	0.578 ± 0.079436	0.868 ± 0.062287
precision_recall_auc	0.801 ± 0.037023	0.715 ± 0.036854	0.18879 ± 0.018903	0.644 ± 0.047348	0.430 ± 0.073708	0.6341 ± 0.113684	0.515 ± 0.108558	0.470 ± 0.086607	0.703 ± 0.028370	0.812 ± 0.094023	0.796 ± 0.038112	0.759 ± 0.058452	0.539 ± 0.058853	0.891 ± 0.061359
roc_auc	0.818 ± 0.039532	0.729 ± 0.035395	0.17737 ± 0.016220	0.673 ± 0.050959	0.458 ± 0.070789	0.5977 ± 0.117681	0.509 ± 0.077957	0.483 ± 0.071917	0.724 ± 0.034973	0.785 ± 0.061841	0.813 ± 0.040878	0.785 ± 0.063058	0.594 ± 0.074305	0.864 ± 0.047913
