	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.673 ± 0.080838	0.664 ± 0.039478	0.22382 ± 0.022765	0.672 ± 0.040318	0.327 ± 0.078956	0.7469 ± 0.107535	0.348 ± 0.083345	0.338 ± 0.080548	0.767 ± 0.057023	0.581 ± 0.034064	0.654 ± 0.087544	0.739 ± 0.050523	0.800 ± 0.070273	0.527 ± 0.061359
precision_recall_auc	0.730 ± 0.062260	0.710 ± 0.030196	0.19873 ± 0.013941	0.713 ± 0.025382	0.420 ± 0.060393	0.6832 ± 0.097870	0.435 ± 0.056062	0.427 ± 0.058014	0.811 ± 0.028318	0.624 ± 0.033573	0.715 ± 0.071372	0.782 ± 0.033028	0.833 ± 0.026189	0.586 ± 0.054419
roc_auc	0.716 ± 0.058692	0.712 ± 0.045819	0.20705 ± 0.015544	0.710 ± 0.044524	0.425 ± 0.091637	0.7232 ± 0.064294	0.435 ± 0.091100	0.430 ± 0.091205	0.801 ± 0.054888	0.634 ± 0.045706	0.699 ± 0.067189	0.782 ± 0.025422	0.811 ± 0.065210	0.614 ± 0.068601
