	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.659 ± 0.078901	0.648 ± 0.041635	0.22968 ± 0.025261	0.672 ± 0.040696	0.295 ± 0.083270	0.7455 ± 0.091750	0.350 ± 0.098895	0.321 ± 0.089262	0.793 ± 0.076933	0.557 ± 0.031810	0.643 ± 0.084321	0.706 ± 0.064384	0.850 ± 0.083024	0.445 ± 0.076661
precision_recall_auc	0.712 ± 0.068613	0.690 ± 0.054666	0.20811 ± 0.022391	0.699 ± 0.048019	0.380 ± 0.109332	0.6841 ± 0.072378	0.408 ± 0.109098	0.394 ± 0.108648	0.806 ± 0.069969	0.602 ± 0.049595	0.695 ± 0.079175	0.764 ± 0.044290	0.839 ± 0.071482	0.541 ± 0.092038
roc_auc	0.718 ± 0.067693	0.687 ± 0.047905	0.20595 ± 0.020313	0.695 ± 0.051680	0.374 ± 0.095810	0.7019 ± 0.081096	0.403 ± 0.102093	0.388 ± 0.098369	0.805 ± 0.069839	0.598 ± 0.041061	0.702 ± 0.078182	0.771 ± 0.040313	0.833 ± 0.086860	0.541 ± 0.062287
