	mean_ncv_average_precision	mean_ncv_balanced_accuracy	mean_ncv_brier_loss	mean_ncv_f1	mean_ncv_informedness	mean_ncv_log_loss	mean_ncv_markedness	mean_ncv_mcc	mean_ncv_negative_predictive_value	mean_ncv_precision	mean_ncv_precision_recall_auc	mean_ncv_roc_auc	mean_ncv_sensitivity	mean_ncv_specificity
mcc	0.699 ± 0.053213	0.788 ± 0.037224	0.18142 ± 0.015070	0.775 ± 0.037569	0.577 ± 0.074448	0.5701 ± 0.060936	0.573 ± 0.073353	0.575 ± 0.073891	0.839 ± 0.037099	0.734 ± 0.042652	0.677 ± 0.059134	0.779 ± 0.037098	0.822 ± 0.043823	0.755 ± 0.048862
precision_recall_auc	0.702 ± 0.034363	0.776 ± 0.063131	0.18659 ± 0.015948	0.748 ± 0.086220	0.551 ± 0.126262	0.5750 ± 0.038723	0.562 ± 0.109303	0.556 ± 0.117195	0.807 ± 0.073950	0.755 ± 0.060554	0.682 ± 0.038614	0.766 ± 0.037649	0.756 ± 0.134052	0.795 ± 0.068601
roc_auc	0.713 ± 0.032322	0.773 ± 0.052943	0.18592 ± 0.016156	0.759 ± 0.049478	0.545 ± 0.105887	0.5726 ± 0.041689	0.545 ± 0.103923	0.545 ± 0.104899	0.819 ± 0.036805	0.726 ± 0.073098	0.695 ± 0.035693	0.772 ± 0.032899	0.800 ± 0.038845	0.745 ± 0.091413
